,Serial_Number,Restaurant_Name,Location_Name,Category_Name,Address,City,Current_Demerits,Current_Grade,Date_Current,Inspection_Date,Inspection_Type,Inspection_Demerits,Inspection_Grade,Inspection_Result,Violations,Location_1,ObjectId,Latitude,Longitude,latitude,longitude
2418,DALDJRXDO,Domino's Pizza #7495,Domino's Pizza,Restaurant,6441 N Durango Dr,Las Vegas,3,A,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2956.0,"(36.2777536,115.2883266)",313193,0.0,0.0,36.27775,115.28833
2419,DATWYMMHH,BOURBON STREET SPORTS BAR #155,BOURBON STREET SPORTS BAR #155,Bar / Tavern,6020 BADURA 170,Las Vegas,0,A,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0573732,115.2457924)",313195,0.0,0.0,36.05737,115.24579
2420,DA2PR1WUX,BOURBON STREET SPORTS BAR #155,BOURBON STREET SPORTS BAR #155,Snack Bar,6020 BADURA 170,Las Vegas,0,A,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0573732,115.2457924)",313196,0.0,0.0,36.05737,115.24579
2421,DA6FEWUE5,SPRINGHILL STES LVCC PANTRY FL 8,SPRINGHILL SUITES LAS VEGAS CONV CTR,Pantry,2989 Paradise Rd,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1350071,115.1556308)",313200,0.0,0.0,36.13501,115.15563
2422,DAWL0WSRV,"Wynn, Elaine Elem School Kitchen","Wynn, Elaine Elementary School",Elementary School Kitchen,5655 Edna Ave,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1359807,115.2192834)",313201,0.0,0.0,36.13598,115.21928
2423,DAMTSWC76,JOSHAN KITCHEN LITTLE PAMPANGA PHILIPPINE CUISINE,Joshan Filipino - Oriental Market,Restaurant,6325 E Russell Rd 106,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.08397,115.034548)",313202,0.0,0.0,36.08397,115.03455
2424,DAABMMI1Y,SLATER'S 50/50,SLATER'S 50/50,Restaurant,467 E SILVERADO RANCH Blvd,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.0118343,115.1530647)",313205,0.0,0.0,36.01183,115.15306
2425,DAP1JXN3M,CORAL ACADEMY OF SCIENCE K-8 KIT,CORAL ACADEMY OF SCIENCE LAS VEGAS,Institutional Food Service,7951 DEER SPRINGS Way,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.283504,115.2686536)",313208,0.0,0.0,36.2835,115.26865
2426,DAL5C7K8X,SOUTH POINT COMMISSARY SOUTH,South Point Hotel & Casino,Special Kitchen,9777 Las Vegas Blvd,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.0114227,115.1752019)",313209,0.0,0.0,36.01142,115.1752
2427,DAXTQEJ2R,PANCHO'S VEGAN TACOS,PANCHO'S VEGAN TACOS,Restaurant,2540 ANTHEM VILLAGE Pkwy 110,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(35.9544,115.09359)",313211,0.0,0.0,35.9544,115.09359
2428,DA6POZKKH,Divas La Nueva Onda Banquet Kitchen,DIVAS LA NEUVA ONDA,Banquet Kitchen,320 N Nellis Blvd 7-8,Las Vegas,3,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,215.0,"(36.164675,115.060645)",313212,0.0,0.0,36.16468,115.06064
2429,DA0NHOPI9,CHANDELIER BANQUET HALL KITCHEN,CHANDELIER BANQUET HALL,Special Kitchen,320 S DECATUR Blvd,Las Vegas,3,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1696462,115.208067)",313213,0.0,0.0,36.16965,115.20807
2430,DAXSUFGF0,"Frias, Charles ES Kitchen","Frias, Charles Elementary School",Elementary School Kitchen,5800 Broken Top Ave,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(35.989403,115.221252)",313216,0.0,0.0,35.9894,115.22125
2431,DAMJQL74E,AM/PM #42281 - SNACK BAR,AM/PM #42281,Snack Bar,3885 E Charleston Blvd,Las Vegas,3,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1591905,115.0938988)",313217,0.0,0.0,36.15919,115.0939
2432,DAYGH6XNQ,MGM BACCARAT BUFFET,MGM GRAND HOTEL & CASINO,Buffet,3799 S Las Vegas Blvd,Las Vegas,3,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2909.0,"(36.1022507,115.1699679)",313219,0.0,0.0,36.10225,115.16997
2433,DA24QU9ZV,CHANDELIER BANQUET HALL BAR,CHANDELIER BANQUET HALL,Bar / Tavern,320 S DECATUR Blvd,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.1696462,115.208067)",313221,0.0,0.0,36.16965,115.20807
2434,DADHZRXNG,JOSH STEVENS ELEMENTARY SCHOOL KITCHEN,"STEVENS, JOSH ES",Elementary School Kitchen,550 DAVE WOOD Cir,Henderson,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0837326,114.960444)",313222,0.0,0.0,36.08373,114.96044
2435,DA7YW6IX0,TIME-OUT BAR,TIME-OUT SPORTS BAR & GRILL,Bar / Tavern,6138 W CHARLESTON,Las Vegas,3,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1593225,115.2248399)",313226,0.0,0.0,36.15932,115.22484
2436,DAPYQJXCW,SPRINGHILL STES LVCC BUFFET,SPRINGHILL SUITES LAS VEGAS CONV CTR,Buffet,2989 Paradise Rd,Las Vegas,5,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,5,A,'A' Grade,2954.0,"(36.1350071,115.1556308)",313230,0.0,0.0,36.13501,115.15563
2437,DAZ06RVHB,Divas La Nueva Onda Banquet Bar,DIVAS LA NEUVA ONDA,Bar / Tavern,320 N Nellis Blvd 7-8,Las Vegas,0,A,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2912.0,"(36.164675,115.060645)",313231,0.0,0.0,36.16468,115.06064
2438,DAS7GM050,TMA - MC16 BUD LIGHT SNACK BAR,LEVY @ T-MOBILE ARENA,Snack Bar,3780 S LAS VEGAS,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1026669,115.1782075)",313235,0.0,0.0,36.10267,115.17821
2439,DA1937661,FIT MEALS 4 U @ 4D,FIT MEALS 4 U @ 4D,Restaurant,2987 N LAS VEGAS Blvd,North Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.2147788,115.1002532)",313238,0.0,0.0,36.21478,115.10025
2440,DAN32LQ1L,SWEETSPOT NITROGEN ICE CREAM & BOBA TEA,SWEETSPOT NITROGEN ICE CREAM & BOBA TEA,Restaurant,6830 S RAINBOW,Las Vegas,0,X,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Survey,0,X,Closed without Fees,,"(36.0648317,115.241737)",313239,0.0,0.0,36.06483,115.24174
2441,DA1937770,FISH KING GRILL,FISH KING GRILL,Restaurant,500 E WINDMILL,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0428966,115.1520552)",313242,0.0,0.0,36.0429,115.15206
2442,DA1937795,Dona Pancha,DONA PANCHA,Food Trucks / Mobile Vendor,5028 Teal Petals St,North Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.2514998,115.1196911)",313243,0.0,0.0,36.2515,115.11969
2443,DAR0MOX5P,FIT MEALS 4 U @ 4D,FIT MEALS 4 U @ 4D,Restaurant,2987 N LAS VEGAS Blvd,North Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-09-30T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.2147788,115.1002532)",313244,0.0,0.0,36.21478,115.10025
2444,DA3KN0VUB,HARD ROCK BUTLER FLR 16,HARD ROCK HOTEL & CASINO LAS VEGAS,Pantry,4455 S Paradise Rd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.1089916,115.154203)",313246,0.0,0.0,36.10899,115.1542
2445,DA30RJ88M,Ana's Catering,"Guerra, Ana",Caterer,1593 N Eastern Ave,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1882135,115.1161982)",313253,0.0,0.0,36.18821,115.1162
2446,DAOQTY783,WYNN MAIN KITCHEN PRODUCTION,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.1271069,115.1648303)",313257,0.0,0.0,36.12711,115.16483
2447,DAXF9Z40Q,VENETIAN CASINO SERVICE BAR 1 - NORTH,VENETIAN HOTEL AND CASINO,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.1229174,115.1685253)",313258,0.0,0.0,36.12292,115.16853
2448,DAYSEDENO,TMA LEVY - PARTY DECK COCKTAILS ON TAP,LEVY @ T-MOBILE,Portable Unit,3780 S LAS VEGAS Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.103518,115.173592)",313260,0.0,0.0,36.10352,115.17359
2449,DA9JWUI0T,WYNN MAIN KITCHEN COOK CHILL,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1271069,115.1648303)",313262,0.0,0.0,36.12711,115.16483
2450,DAMNDN31L,PALAZZO VCR THEATER BAR LEVEL 92,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1229935,115.168372)",313264,0.0,0.0,36.12299,115.16837
2451,DAOPQ6LMZ,"McDoniel, Estes Elem School Kitchen","McDoniel, Estes Elementary School",Elementary School Kitchen,1831 Fox Ridge Dr,Henderson,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.058623,115.067)",313268,0.0,0.0,36.05862,115.067
2452,DAIBZGEMF,"Herron, Fay Elem School Kitchen","Herron, Fay Elementary School",Elementary School Kitchen,2421 Kenneth Rd,North Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.2039677,115.1013724)",313269,0.0,0.0,36.20397,115.10137
2453,DAGACYVCQ,Tacos El Gordo,Tacos El Gordo (Charleston),Restaurant,1724 E Charleston Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.158457,115.126522)",313270,0.0,0.0,36.15846,115.12652
2454,DANMCASQJ,WYNN MAIN KITCHEN MISE EN PLACE,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1271069,115.1648303)",313271,0.0,0.0,36.12711,115.16483
2455,DAZEQO31T,"MATHIS, DR BEVERLY ELEMENTARY SCHOOL KIT","MATHIS, DR BEVERLY ELEMENTARY SCHOOL",Elementary School Kitchen,4415 W MESA VERDE Ln,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0462682,115.1996665)",313273,0.0,0.0,36.04627,115.19967
2456,DAMEQ9GVS,TMA LEVY - PARTY DECK COCKTAILS ON TAP WEST,LEVY @ T-MOBILE,Portable Unit,3780 S LAS VEGAS Blvd,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.103518,115.173592)",313274,0.0,0.0,36.10352,115.17359
2457,DAI6ZBH6Z,Greenspun Jr High School Kitchen,Greenspun Jr High School,Institutional Food Service,140 N Valle Verde Dr,Henderson,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0360851,115.0662194)",313276,0.0,0.0,36.03609,115.06622
2458,DAHDXE60I,"Hill, Charlotte Elem School Kitchen","Hill, Charlotte Elem School",Elementary School Kitchen,560 E Eldorado Ln,Las Vegas,0,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0545124,115.1515975)",313279,0.0,0.0,36.05451,115.1516
2459,DAHCXT5YS,VILLA'S SNACK & COFFEE BAR,VILLA'S SNACK & COFFEE BAR,Snack Bar,601 N PECOS,Las Vegas,3,A,2019-10-08T00:00:00.000Z,2019-10-08T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1753888,115.099124)",313281,0.0,0.0,36.17539,115.09912
2460,DAV49GTPR,Gold Coast Slot / Poker Service Bar,Gold Coast Hotel & Casino,Bar / Tavern,4000 W Flamingo Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1166353,115.1929046)",313283,0.0,0.0,36.11664,115.1929
2461,DACYRO10M,BERNARDO'S PIZZA & WINGS,BERNARDO'S PIZZA & WINGS,Restaurant,5785 W TROPICANA 3,Las Vegas,5,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,5,A,'A' Grade,2954.0,"(36.09949,115.22019)",313284,0.0,0.0,36.09949,115.22019
2462,DABGJHWWP,Wendy's #4868,Wendy's #4868,Restaurant,4560 N Rancho Dr,Las Vegas,3,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2956.0,"(36.2426431,115.2347486)",313291,0.0,0.0,36.24264,115.23475
2463,DABJYO08A,LUXOR STEAKHOUSE BAR,LUXOR HOTEL & CASINO,Bar / Tavern,3900 S Las Vegas Blvd,Las Vegas,3,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,215.0,"(36.09551,115.1760672)",313294,0.0,0.0,36.09551,115.17607
2464,DA9KE728Z,Municipal Golf Course Snack Bar,North Las Vegas Golf Course,Snack Bar,324 E Brooks Ave,North Las Vegas,5,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,5,A,'A' Grade,206.0,"(36.2158304,115.1362492)",313295,0.0,0.0,36.21583,115.13625
2465,DAWUMKIAO,MERCATO DELLA PESCHERIA VIP BAR,MERCATO DELLA PESCHERIA @ VENETIAN,Bar / Tavern,3377 S LAS VEGAS 2600,Las Vegas,3,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,215.0,"(36.1243705,115.169416)",313304,0.0,0.0,36.12437,115.16942
2466,DAN9TGL6B,CHEBA HUT DURANGO BAR,CHEBA HUT DURANGO,Bar / Tavern,7210 S DURANGO B,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2912.0,"(36.0572545,115.2784568)",313307,0.0,0.0,36.05725,115.27846
2467,DAMPELCTP,Chicago Brewing Company VIP Bar,Chicago Brewing Company,Bar / Tavern,2201 S Fort Apache Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1474747,115.2980225)",313310,0.0,0.0,36.14747,115.29802
2468,DANOUSJEI,Binion's Coffee Shop Dishroom,Binions Gambling Hall & Hotel,Special Kitchen,128 Fremont St,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.171235,115.144061)",313312,0.0,0.0,36.17124,115.14406
2469,DARYLRAKM,GANDHI INDIAS CUISINE BUFFET,GANDHI INDIAS CUISINE,Buffet,4080 S Paradise Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1152177,115.1534885)",313314,0.0,0.0,36.11522,115.15349
2470,DAF9I9XIH,THE CUPPA,"CUPPA, THE",Restaurant,9275 W RUSSELL Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.0845799,115.2940401)",313315,0.0,0.0,36.08458,115.29404
2471,DA4KKXJRJ,BINION'S BBQ,Binions Gambling Hall & Hotel,Barbeque,128 Fremont St,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.171235,115.144061)",313316,0.0,0.0,36.17124,115.14406
2472,DADEIXBTN,Binion's Employee Dining Room Buffet,Binions Gambling Hall & Hotel,Restaurant,128 Fremont St,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.171235,115.144061)",313317,0.0,0.0,36.17124,115.14406
2473,DA1A4J6MQ,Binion's Coffee Shop Main Kitchen,Binions Gambling Hall & Hotel,Special Kitchen,128 Fremont St,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.171235,115.144061)",313321,0.0,0.0,36.17124,115.14406
2474,DA0QRGH0D,CAFE AMERICANO PIZZA AREA,CAFE AMERICANO KITCHEN BAR @ CAESARS,Restaurant,3570 S LAS VEGAS Blvd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1161559,115.1750576)",313322,0.0,0.0,36.11616,115.17506
2475,DAHKNKZPE,BLAZE FAST FIRE'D PIZZA,BLAZE FAST FIRE'D PIZZA,Restaurant,10060 W SAHARA Ave,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.1445111,115.3139673)",313324,0.0,0.0,36.14451,115.31397
2476,DACE8PBZW,MOLLY'S CHEYENNE - BAR,MOLLY'S CHEYENNE,Bar / Tavern,6720 W CHEYENNE Ave,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.219236,115.243605)",313328,0.0,0.0,36.21924,115.24361
2477,DA374ACX7,Gold Coast Cornerstone Bar,Gold Coast Hotel & Casino,Bar / Tavern,4000 W Flamingo Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1166353,115.1929046)",313329,0.0,0.0,36.11664,115.1929
2478,DAVNCGIOL,CAFE AMERICANO SERVICE STATIONS,CAFE AMERICANO KITCHEN BAR @ CAESARS,Bar / Tavern,3570 S LAS VEGAS Blvd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.1161559,115.1750576)",313330,0.0,0.0,36.11616,115.17506
2479,DA72YO0PP,Binion's Banquet Service Area,Binions Gambling Hall & Hotel,Bar / Tavern,128 Fremont St,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.171235,115.144061)",313331,0.0,0.0,36.17124,115.14406
2480,DACQE93WT,Binion's Coffee Shop Pantry,Binions Gambling Hall & Hotel,Pantry,128 Fremont St,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.171235,115.144061)",313332,0.0,0.0,36.17124,115.14406
2481,DAFMVOLB0,CHICAGO BREWING COMPANY TAP ROOM,Chicago Brewing Company,Bar / Tavern,2201 S Fort Apache Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1474747,115.2980225)",313334,0.0,0.0,36.14747,115.29802
2482,DAYBRR6AA,Gold Coast Cornerstone Room,Gold Coast Hotel & Casino,Restaurant,4000 W Flamingo Rd,Las Vegas,0,A,2019-10-07T00:00:00.000Z,2019-10-07T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1166353,115.1929046)",313335,0.0,0.0,36.11664,115.1929
2483,DA1937425,STREET CORNER KITCHEN MOBILE,STREET CORNER KITCHEN,Food Trucks / Mobile Vendor,640 N EASTERN Ave,Las Vegas,0,A,2019-10-05T00:00:00.000Z,2019-10-05T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1756239,115.1158412)",313342,0.0,0.0,36.17562,115.11584
2484,DAI7K5UF1,PALAZZO SERVICE BAR #3,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1229935,115.168372)",313344,0.0,0.0,36.12299,115.16837
2485,DAZ88B3QG,WESTGATE PEC NORTH BANQUET DISHUP,WESTGATE HOTEL AND CASINO,Special Kitchen,3000 S Paradise Rd,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.131998,115.1516808)",313348,0.0,0.0,36.132,115.15168
2486,DA0GCXYAK,CAESARS PUSF INDOOR #1,CAESARS PALACE HOTEL & CASINO,Portable Unit,3570 S Las Vegas Blvd,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1161559,115.1750576)",313349,0.0,0.0,36.11616,115.17506
2487,DAMB8QRMY,KOUNTRY KETTLE POPCORN SEASONAL (5/28/19 - 1/28/20),KOUNTRY KETTLE POPCORN,Portable Unit,1600 N JONES Blvd,Las Vegas,3,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.18881,115.22363)",313352,0.0,0.0,36.18881,115.22363
2488,DA1937654,BROADACRES - BEER BAR SNACK BAR,Broadacres Open Air Marketplace,Beer Bar,2930 N Las Vegas Blvd,North Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.2112289,115.1021895)",313355,0.0,0.0,36.21123,115.10219
2489,DAYNJQQEO,JIN MEE RESTAURANT,JIN MEE COMMERCIAL CENTER,Restaurant,953 E Sahara Ave E9,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.143672,115.1409598)",313357,0.0,0.0,36.14367,115.14096
2490,DA0JPB0ER,Desert Oasis High School Con #1 (HOME),Desert Oasis High School,Snack Bar,6600 W Erie Ave,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2912.0,"(35.9928108,115.2381819)",313361,0.0,0.0,35.99281,115.23818
2491,DABCKIFI4,OUMI SUSHI @ SPROUTS 510,OUMI SUSHI @ SPROUTS 510,Snack Bar,7375 S RAINBOW,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0548513,115.2447437)",313362,0.0,0.0,36.05485,115.24474
2492,DAKUPCAR4,"Scott, Jesse D Elem School Kitchen","Scott, Jesse D Elementary School",Elementary School Kitchen,5700 N Bruce St,North Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.2644925,115.1247965)",313363,0.0,0.0,36.26449,115.1248
2493,DA2RO0OJZ,Green Valley Grocery #37 - Deli,Green Valley Grocery #37,Snack Bar,2400 N Rainbow Blvd,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.203485,115.242172)",313364,0.0,0.0,36.20349,115.24217
2494,DAQOLPYQL,Foothill High School Kitchen,Foothill High School,Institutional Food Service,800 College Dr,Henderson,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0032546,114.9658032)",313365,0.0,0.0,36.00325,114.9658
2495,DAEAJ6GKQ,Red Rock Elementary School Kitchen,Red Rock Elementary School,Elementary School Kitchen,408 Upland Blvd,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.167596,115.216786)",313370,0.0,0.0,36.1676,115.21679
2496,DATOVM0L0,AMIGOS TACOS & CANTINA,AMIGOS TACOS & CANTINA,Restaurant,5715 S PECOS Rd C2,Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Re-inspection,0,A,'A' Grade,2930.0,"(36.0859518,115.1014889)",313372,0.0,0.0,36.08595,115.10149
2497,DAQ6GHD9N,PITA EXPRESS,PITA EXPRESS,Restaurant,3655 S DURANGO 26,Las Vegas,3,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,211.0,"(36.1232,115.27961)",313373,0.0,0.0,36.1232,115.27961
2498,DAZH0DFEP,TEA RAPHA,TEA RAPHA,Portable Unit,"1717 S DECATUR Blvd F-1,2",Las Vegas,0,A,2019-10-04T00:00:00.000Z,2019-10-04T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1507583,115.205577)",313374,0.0,0.0,36.15076,115.20558
